Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,PacketCounter
0.5792954125559646,0.11277988729846927,0.3507815463851365,-0.1548082980429927,0.38155096118617515,-0.49776416005888324,-0.6013349320163928,0.05573495544453863
0.11350007353755637,0.1834564927889748,0.32440451235772183,-0.05022239049436425,0.3490069986661248,-0.9047225720515429,-1.0274194630726785,0.3119394488730918
0.0034806026645832766,0.2555659208874397,0.3031915199956103,0.033694489015278814,0.3008623990394942,-0.7995957434848616,-1.0711111510852882,0.6661572000666849
0.15002788103854628,0.27055381444043886,0.1839197904055162,0.07653691351287391,0.34249804480844387,-0.7716944402978013,-0.9048139060787456,1.10547256404919
0.27899523208718485,0.26181918140631366,0.05868896627585263,0.09775853237586235,0.14046150242340127,-0.8713652697521032,-0.5488563556873945,1.618671848100257
0.17625291181851716,0.3283637356554823,0.07257429686747205,0.18472047965143057,0.005002685056414324,-1.788486283035137,-0.36276254070407044,2.196019037900908
0.12244103836389339,0.38647060539016437,0.08052916485215494,0.2367990569649444,0.027995750535404346,-1.4553843979515473,-0.3971509106823138,2.8290610772471547
0.07532421784926585,0.44305523362705534,0.09654735633309179,0.2814517427219034,0.03580695421651347,-1.149191669159507,-0.3769739096484159,3.5104588069259233
0.01927362598621258,0.47091815392742276,0.10791897559900235,0.32310509322323183,0.09561933892250235,-1.0341416853072871,-0.308884323333131,4.2338401815307884
0.0014404443459964736,0.5062890365556801,0.10189418289648369,0.3682747201723492,0.0707831921808143,-0.7075013082914976,-0.12928941066825791,4.993672828553848
0.09167242260953387,0.4657929189924827,-0.00014711417835874818,0.34524949971621277,0.025831284932401867,-0.7007911272316295,-0.011331374930231314,5.785153400935562
0.060269695390902475,0.4972866850938176,0.012898719547064424,0.37290233249634136,0.10584806508235758,-0.6356910809355607,0.1922616255621783,6.604111510123566
0.13661016535182652,0.46289943179905596,-0.0833135387305703,0.3494254231163202,0.33432031720326816,-0.5912080287289317,0.1602616652919101,7.446926318301619
0.11536016918621199,0.49729511248053654,-0.053070399609222385,0.38166728551099255,0.2509141709311791,-0.23689288597693914,0.18179490418425587,8.310454121633283
0.19070106254864272,0.4496427839473817,-0.13535170362283677,0.3635909625817412,0.1857355707512705,-0.04707573194782455,0.057546041814140914,9.19196547618519
0.1303482271840489,0.4847342348587109,-0.08154009395159825,0.3934535526772377,0.1403264444991385,0.05681509873612377,0.03679016408682817,10.08909060904838
0.09091110052118506,0.5250555639446385,-0.04644965270956078,0.41928893182749016,0.13096468490061597,0.13721637520085317,-0.03768586190115859,10.999772022880116
0.08892816815616171,0.5332643538093618,-0.026104896448131302,0.42433116699104245,0.2622081572784811,0.6485108446586446,0.1757050166619022,11.922223345957033
0.051293870811959484,0.5623777281410952,0.007853977993236238,0.44686059955960505,0.24401378922943526,0.8135878125239913,0.16573049034445647,12.854893604740667
0.03289138113427753,0.5805634260336777,0.035179543836196425,0.46644248334117516,0.4080183178847088,1.0728312416977683,0.3565850551767836,13.796436204406694
-0.0160261002310148,0.5941735509501255,0.05571129168660374,0.48742107320949357,0.4066026386903715,0.8285276369468878,0.08907370476408077,14.745681996948433
0.07176772086491748,0.5356806048708499,-0.04664218553408864,0.4485409182576824,0.3741518041517859,0.6749120168417102,0.03231713059126686,15.701615898216719
0.14670908147545014,0.4875076140126181,-0.14282014224793171,0.401977703102934,0.3398793199547505,0.37957994488717633,0.14319910384151363,16.66335658623692
0.11219005731111018,0.5212057699712851,-0.11617591758180261,0.4363547058993908,0.32721833939296396,0.4958546071754413,0.1768574428492389,17.630138874769433
0.12488216576278802,0.5344419131554589,-0.14400890083721613,0.46786392560027096,0.13621884508123142,0.34498656509679315,0.04063081381110814,18.601298409584913
