Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,PacketCounter
0.769635499,0.067015052,0.03668128,0.63389641,0.449999988,1.529999971,9.770000458,75
0.771038949,0.06719812,0.037413668,0.632126212,0.389999986,1.360000014,9.5,76
0.771675229,0.067688666,0.036438353,0.631353974,0.610000014,1.480000019,9.729999542,77
0.773685575,0.067383155,0.035583679,0.628970504,0.300000012,1.159999967,9.890000343,78
0.772321343,0.068235755,0.034728218,0.630600929,0.360000014,1.450000048,9.770000458,79
0.772571683,0.068236306,0.034606427,0.63030082,0.439999998,1.429999948,9.640000343,80
0.773007035,0.06762667,0.034850929,0.629819155,0.479999989,1.330000043,9.460000038,81
0.772849917,0.068117239,0.034791064,0.629962385,0.430000007,1.480000019,9.619999886,82
0.773347259,0.066836245,0.036012225,0.6294204,0.280000001,1.419999957,9.670000076,83
0.774053752,0.063293941,0.036133088,0.628911018,0.349999994,1.779999971,10.32999992,84
0.79132247,0.0406495,0.106323466,0.600709319,1.00999999,3.869999886,15.31999969,85
0.778161585,-0.012268451,0.333018243,0.532365322,-4.360000134,2.279999971,4.139999866,86
0.740522623,-0.004333397,0.446217805,0.502490938,-5.630000114,2.829999924,2.49000001,87
0.709651351,0.117797121,0.479916453,0.502194166,-4.699999809,5.550000191,3.819999933,88
0.688224912,0.223935559,0.460810423,0.513666272,-3.089999914,8.319999695,3.049999952,89
0.742907703,0.261836529,0.343866438,0.511161029,-1.200000048,7.550000191,10.0,90
0.812840402,0.106014699,0.200921357,0.536359906,-2.099999905,0.939999998,8.100000381,91
0.827314854,0.01275609,0.106931433,0.55131942,-1.120000005,2.380000114,10.61999989,92
0.828473568,-0.113645039,0.12322735,0.534351408,-3.329999924,-3.329999924,9.5,93
0.824225724,-0.163697675,0.17956695,0.511478961,-4.050000191,-2.190000057,10.68000031,94
0.801824391,-0.211122066,0.294984967,0.474856794,-4.880000114,-1.450000048,8.960000038,95
0.724313319,-0.28247425,0.451848954,0.437505513,-8.770000458,-1.019999981,-0.219999999,96
0.710751057,-0.183226675,0.492856562,0.467282951,-7.190000057,0.939999998,2.450000048,97
0.719622493,0.014160511,0.485302687,0.496411353,-5.800000191,5.590000153,4.829999924,98
0.697264254,0.201476648,0.43933019,0.529356897,-2.430000067,6.539999962,3.119999886,99
0.677747607,0.352301806,0.343207389,0.546580493,-0.75,11.18999958,5.960000038,100
0.664480925,0.427545577,0.31145826,0.527886033,0.319999993,6.699999809,4.039999962,101
0.620607495,0.48083654,0.324586034,0.527528584,1.080000043,9.819999695,2.24000001,102
0.629073322,0.49852246,0.340445429,0.489733607,0.389999986,8.739999771,2.519999981,103
0.661689699,0.469976068,0.334598541,0.47888732,0.239999995,7.570000172,4.150000095,104
0.742014468,0.358037084,0.294376552,0.484320551,-0.730000019,5.340000153,6.239999771,105
0.808751583,0.251640081,0.239616543,0.474533498,-1.460000038,6.489999771,9.979999542,106
0.855915189,0.158450827,0.222478136,0.439096779,-2.299999952,4.139999866,7.119999886,107
0.870881677,0.105716787,0.224922836,0.424026847,-2.980000019,1.75999999,5.360000134,108
0.878785253,0.080078222,0.217224389,0.41729787,-2.50999999,3.5,8.350000381,109
0.889476418,0.080445334,0.230715752,0.386174232,-3.950000048,3.140000105,8.06000042,110
0.923167944,0.175356135,0.245303258,0.238406211,-1.120000005,2.539999962,11.90999985,111
0.941722214,0.144593939,0.247866616,0.175539121,-5.590000153,5.260000229,7.400000095,112
0.956819296,0.173711896,0.181524664,0.146184117,-2.700000048,4.639999866,14.47000027,113
0.9608953,0.182010397,0.18103382,0.103822835,-2.890000105,3.00999999,8.369999886,114
0.955015123,0.241698727,0.144286811,0.093322568,-1.309999943,3.849999905,10.30000019,115
0.94831413,0.278628677,0.109925583,0.10479857,-0.300000012,5.260000229,9.739999771,116
0.923081338,0.329828858,0.181637794,0.078367919,-1.769999981,5.369999886,7.559999943,117
0.872923017,0.450072318,0.180358514,0.053954966,-2.730000019,8.760000229,5.289999962,118
0.826209128,0.54502821,0.142390922,0.006896774,-1.00999999,8.170000076,7.019999981,119
0.745939791,0.655421138,0.116215482,0.022156628,-2.529999971,10.31999969,-6.210000038,120
0.716697335,0.696677148,0.029480908,0.010803563,-1.909999967,9.909999847,-3.190000057,121
0.694891512,0.719061613,-0.008178785,-0.003051785,-0.079999998,7.730000019,-2.299999952,122
0.693104029,0.719592869,-0.026732966,-0.032836385,-0.980000019,8.81000042,-5.25,123
0.686586678,0.724672735,-0.044006489,-0.038879517,-0.720000029,10.84000015,-0.829999983,124
0.700916052,0.709277689,-0.058836907,-0.046691116,0.629999995,6.190000057,-0.519999981,125
0.670358062,0.737680733,-0.077332579,-0.021606734,-0.75,15.72999954,1.75,126
0.694645405,0.714237809,-0.076660633,-0.038147211,0.75999999,9.130000114,-0.280000001,127
0.696045101,0.714355648,-0.063232437,-0.034912121,0.730000019,8.489999771,-0.540000021,128
0.692692339,0.717900038,-0.064697675,-0.024719395,0.519999981,9.300000191,-0.300000012,129
0.695076704,0.716439307,-0.056214057,-0.020569095,0.569999993,8.760000229,-0.050000001,130
0.700562537,0.711426854,-0.054077227,-0.012634296,0.589999974,10.01000023,-0.150000006,131
0.704469562,0.707399249,-0.056884911,-0.008544943,0.150000006,10.60000038,0.779999971,132
0.703245521,0.709715247,-0.041320708,-0.006530747,0.159999996,11.64999962,0.540000021,133
0.707690239,0.705554008,-0.036315281,-0.00701892,0.230000004,10.57999992,1.059999943,134
0.716696143,0.696553886,-0.033265147,0.0072634,0.860000014,7.550000191,0.02,135
0.708283365,0.704865515,-0.036558531,0.012755814,0.460000008,10.77000046,0.280000001,136
0.706586838,0.706647873,-0.035826769,0.010009523,0.540000021,9.029999733,0.280000001,137
0.703561246,0.709542751,-0.038269531,0.009277462,0.529999971,9.31000042,0.109999999,138
0.696364582,0.716140389,-0.04504488,0.013794232,0.949999988,9.130000114,0.460000008,139
0.703817487,0.709677041,-0.028015977,0.014648876,-1.00999999,16.17000008,6.670000076,140
0.715288639,0.696733534,0.026428875,-0.047181342,-0.200000003,6.880000114,2.029999971,141
0.722234011,0.690800667,6.1036e-05,-0.034240961,-0.479999989,8.739999771,0.400000006,142
0.715030313,0.696475565,-0.03961201,-0.045654517,0.039999999,8.779999733,1.360000014,143
0.711449862,0.697838545,-0.0664085,-0.049501188,-0.239999995,9.479999542,0.039999999,144
0.738229215,0.665230274,-0.079651847,-0.078370094,0.850000024,9.270000458,0.870000005,145
0.761949956,0.631092787,-0.097044252,-0.108335562,0.230000004,7.590000153,3.720000029,146
0.78295213,0.616388679,-0.051940463,-0.06597843,-1.029999971,8.670000076,-1.50999999,147
0.779228508,0.621332049,-0.056640092,-0.059508719,0.25,11.22999954,3.359999895,148
0.787145734,0.614909947,-0.016417943,-0.044920467,0.200000003,9.369999886,3.359999895,149
0.804826915,0.589612305,0.064271405,-0.021912094,-1.080000043,8.5,1.039999962,150
0.806702375,0.584839404,0.083679274,-0.013854993,-1.690000057,8.069999695,3.519999981,151
0.807810545,0.580329657,0.10296762,0.007568456,-2.130000114,9.029999733,2.980000019,152
0.811344862,0.573916793,0.110779434,0.008178757,-1.649999976,8.420000076,3.75999999,153
0.815629244,0.565196931,0.122927278,0.013794223,-1.710000038,7.909999847,2.950000048,154
0.82276094,0.558354378,0.106080011,0.00720221,-1.450000048,8.789999962,2.630000114,155
0.824136317,0.558579206,0.092221722,-0.016845265,-1.620000005,8.920000076,4.050000191,156
0.824782312,0.55793196,0.08807525,-0.02624557,-1.690000057,7.989999771,3.440000057,157
0.823968351,0.560969889,0.070372999,-0.037902545,-1.850000024,8.590000153,4.21999979,158
0.824036956,0.561158121,0.069519155,-0.035095271,-2.00999999,8.770000458,3.99000001,159
0.823680222,0.561225593,0.072449677,-0.036438465,-1.24000001,8.130000114,3.700000048,160
0.821159363,0.565058231,0.073790818,-0.031005573,-1.450000048,8.289999962,3.900000095,161
0.818119407,0.56805712,0.087830037,-0.016662683,-1.460000038,8.18999958,3.079999924,162
0.807685018,0.580266118,0.104065821,-0.010315028,-1.710000038,8.510000229,2.619999886,163
0.805971563,0.580995321,0.112976395,-0.009521511,-2.069999933,8.479999542,2.390000105,164
0.808053672,0.579169214,0.10675171,-0.01470964,-1.470000029,8.579999924,2.900000095,165
0.810364187,0.577942193,0.093566939,-0.023193371,-1.399999976,8.180000305,3.349999905,166
0.808223128,0.580990493,0.093444318,-0.022216676,-1.870000005,8.609999657,2.910000086,167
0.807898164,0.582318962,0.08624009,-0.02770913,-1.360000014,8.520000458,3.839999914,168
0.808425069,0.58167541,0.08612214,-0.02618455,-1.440000057,8.279999733,2.960000038,169
0.809659123,0.579853892,0.087893635,-0.022278596,-1.5,8.119999886,3.130000114,170
0.809124947,0.580736518,0.08770556,-0.019225644,-1.620000005,8.529999733,2.839999914,171
0.810165405,0.579701006,0.084410034,-0.021300869,-1.639999986,8.720000267,3.130000114,172
0.813365281,0.575935364,0.07782086,-0.026062358,-1.320000052,8.350000381,3.319999933,173
0.816436589,0.572366178,0.070798121,-0.02856338,-1.320000052,8.479999542,3.25999999,174
0.815069139,0.575077236,0.061951112,-0.033325426,-1.360000014,8.890000343,3.269999981,175
0.813700557,0.576767921,0.063536026,-0.034545042,-1.210000038,8.460000038,3.099999905,176
0.814082384,0.576168656,0.064941041,-0.032897767,-1.25999999,8.529999733,3.25999999,177
0.81529671,0.574516237,0.066222258,-0.028930277,-1.429999948,8.529999733,2.890000105,178
0.816029191,0.573783875,0.063902959,-0.028014764,-1.230000019,8.319999695,3.25,179
0.81562227,0.574591637,0.062500723,-0.02642853,-1.399999976,8.789999962,3.160000086,180
0.816976428,0.572585404,0.06225745,-0.028626218,-1.299999952,8.56000042,3.200000048,181
