sep=,
DeviceTag:,Xsens DOT1,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Un-synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2024-03-15 15:49:47.562 +0530,,,,,,,,,,,,,,,,,
 2024,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
48, 746213861, 0.7607426, 0.014951774, -0.6465412, 0.055059746, -0.24777976, -0.010989685, 0.0322237, 0
49, 746230528, 0.7605773, 0.015010475, -0.64673126, 0.055094313, -0.24522276, 0.0045370823, 0.0074853897, 0
50, 746247195, 0.7603886, 0.015072479, -0.64694875, 0.055129874, -0.21853398, 0.017289774, -0.023216248, 0
51, 746263862, 0.76017815, 0.015068384, -0.64719623, 0.05513126, -0.25091475, 0.0021635774, -0.008548737, 0
52, 746280529, 0.75997096, 0.015046516, -0.6474405, 0.055126593, -0.31188998, -0.003127582, -0.004119873, 0
53, 746297196, 0.7597376, 0.015034198, -0.64771235, 0.05515003, -0.30125344, -0.006563926, -0.0013151169, 0
54, 746313863, 0.75951093, 0.0150100505, -0.6479784, 0.055156585, -0.28061515, -0.0069088554, 0.040821075, 0
55, 746330530, 0.7593076, 0.014938169, -0.64822245, 0.055106044, -0.26071534, 0.003506094, 0.036532402, 0
56, 746347197, 0.7591127, 0.014879849, -0.64845395, 0.055082582, -0.31668746, 0.0018841234, 0.051675797, 0
57, 746363864, 0.7589156, 0.014833589, -0.648687, 0.055068165, -0.31127575, 0.010457717, 0.047394753, 0
58, 746380531, 0.7587104, 0.014796561, -0.6489308, 0.05503242, -0.25847664, -0.020412488, 0.008433342, 0
59, 746397198, 0.75852907, 0.014838796, -0.64914316, 0.05501678, -0.24649501, 0.012568064, 0.009514809, 0
60, 746413865, 0.75838643, 0.014922576, -0.6493094, 0.054996014, -0.27405816, -0.010194928, 0.07966614, 0
61, 746430532, 0.758227, 0.015077403, -0.64948356, 0.055097304, -0.2868078, -0.04201088, 0.09403324, 0
62, 746447199, 0.75806266, 0.015234715, -0.64965904, 0.055246554, -0.27780336, -0.05198938, 0.058247566, 0
63, 746463866, 0.7578929, 0.015387425, -0.6498369, 0.055441044, -0.23953123, -0.046053383, -0.004720688, 0
64, 746480533, 0.75775164, 0.015530223, -0.6499815, 0.055634983, -0.23498319, -0.051806558, -0.01234436, 0
65, 746497200, 0.75758606, 0.015807329, -0.6501424, 0.055932086, -0.2847832, -0.039266266, -0.040836334, 0
66, 746513867, 0.7573942, 0.016122079, -0.65033054, 0.056250922, -0.27508098, 0.0023792256, -0.021875381, 0
67, 746530534, 0.75715595, 0.016481588, -0.650566, 0.056631997, -0.28464195, -0.0051823994, 8.2969666E-5, 0
68, 746547201, 0.7568696, 0.01684897, -0.6508493, 0.057094973, -0.2614136, 0.018872134, -0.018969536, 0
69, 746563868, 0.75659364, 0.017251238, -0.65110755, 0.05768516, -0.2973697, 0.006726525, 0.012095451, 0
70, 746580535, 0.75639135, 0.017560488, -0.65127903, 0.058308367, -0.34866634, 0.0016125202, 0.037656784, 0
71, 746597202, 0.7561806, 0.01786778, -0.65146154, 0.05890331, -0.3919219, -0.0057947133, 0.050251007, 0
72, 746613869, 0.7559175, 0.018229429, -0.65169936, 0.059534512, -0.42343366, 0.011977416, 0.080732346, 0
73, 746630536, 0.75571775, 0.018513735, -0.6518675, 0.060140256, -0.5072725, 0.07831397, 0.10915947, 0
74, 746647203, 0.7556272, 0.018639345, -0.65192693, 0.060592715, -0.5763357, 0.16529678, 0.1453352, 0
75, 746663870, 0.755702, 0.018661352, -0.65181196, 0.060886826, -0.65639585, 0.21212621, 0.19294071, 0
76, 746680537, 0.755965, 0.018612277, -0.6514973, 0.061007172, -0.7537751, 0.18045735, 0.28481102, 0
77, 746697204, 0.75640905, 0.018564243, -0.65098417, 0.060994726, -0.8170757, 0.03654775, 0.4777975, 0
78, 746713871, 0.757027, 0.018592915, -0.65025735, 0.061073665, -0.7524519, -0.053073753, 0.576869, 0
79, 746730538, 0.7578668, 0.018874407, -0.64924085, 0.06138618, -0.73752165, -0.15383676, 0.4847355, 0
80, 746747205, 0.7588978, 0.019571148, -0.6479502, 0.062060323, -0.7797196, -0.28578916, 0.35682583, 0
81, 746763872, 0.7600591, 0.02046439, -0.646472, 0.062973455, -0.8937559, -0.32265913, 0.23246193, 0
82, 746780539, 0.7611829, 0.02133492, -0.6450217, 0.0639725, -0.92603695, -0.23418346, 0.17947769, 0
83, 746797206, 0.7623629, 0.022108877, -0.6434897, 0.06507784, -0.94343793, -0.039553396, 0.2710266, 0
84, 746813873, 0.763828, 0.022421453, -0.6416358, 0.06608911, -1.0382476, 0.23157997, 0.48958683, 0
85, 746830540, 0.76568913, 0.022134138, -0.63935614, 0.06673975, -1.1667408, 0.5125928, 0.890851, 0
86, 746847207, 0.7681686, 0.021369442, -0.6363873, 0.06686995, -1.1973021, 0.6940058, 1.2255859, 0
87, 746863874, 0.7716609, 0.0203528, -0.63220507, 0.06664838, -1.2673461, 0.72216344, 1.0035839, 0
88, 746880541, 0.7759206, 0.019106036, -0.62706256, 0.06614081, -1.4028518, 0.6451142, 0.4477415, 0
89, 746897208, 0.78055245, 0.017638838, -0.62141824, 0.06531765, -1.48932, 0.4573392, -0.06794357, 0
90, 746913875, 0.7851777, 0.015937189, -0.6157141, 0.064327836, -1.6396322, 0.27491444, -0.59006596, 0
91, 746930542, 0.78942657, 0.014080245, -0.61043704, 0.06304143, -1.4858086, -0.0035876064, -1.025094, 0
92, 746947209, 0.7934212, 0.0123676695, -0.6054336, 0.061481647, -1.2141621, -0.28995994, -1.1650801, 0
93, 746963876, 0.7971592, 0.0111999465, -0.60070276, 0.059732, -1.0090619, -0.54795897, -1.0125599, 0
94, 746980543, 0.8006018, 0.010691782, -0.5962877, 0.057995867, -0.8750756, -0.7031658, -0.8826456, 0
95, 746997210, 0.80376256, 0.01084175, -0.59214926, 0.056637596, -0.6829295, -0.81508017, -0.7991619, 0
96, 747013877, 0.8064373, 0.0113514485, -0.58857876, 0.05572573, -0.4642592, -0.7188471, -0.55969715, 0
97, 747030544, 0.8087849, 0.011926961, -0.58535695, 0.05551692, -0.121493146, -0.37201047, -0.17730999, 0
98, 747047211, 0.8112159, 0.012055756, -0.5819222, 0.05612886, 0.0079660015, -0.007392642, 0.31104946, 0
99, 747063878, 0.8138767, 0.011407873, -0.5780915, 0.057314012, -0.029016452, 0.2775751, 0.51864433, 0
100, 747080545, 0.816581, 0.009955336, -0.57415915, 0.05863427, -0.09838906, 0.32310656, 0.34398842, 0
101, 747097212, 0.8193696, 0.0077980403, -0.57009023, 0.059748568, -0.07685314, 0.3395056, 0.3478756, 0
102, 747113879, 0.8225392, 0.0049600666, -0.565477, 0.060335014, 0.019329848, 0.34485412, 0.39317417, 0
103, 747130546, 0.8259677, 0.001559276, -0.5604865, 0.06024973, 0.17408799, 0.4190596, 0.5672865, 0
104, 747147213, 0.8297466, -0.0021174669, -0.55493206, 0.059721753, 0.41686642, 0.6215086, 0.6720495, 0
105, 747163880, 0.8337277, -0.0055975835, -0.5490086, 0.058791917, 0.28090885, 0.7904166, 0.40448856, 0
106, 747180547, 0.83791864, -0.008694855, -0.54266775, 0.057694223, 0.6452721, 0.82234854, 0.31875134, 0
107, 747197214, 0.8426231, -0.011418978, -0.5354202, 0.0564022, 0.90685374, 0.4591018, 0.08501339, 0
108, 747213881, 0.84737855, -0.013757125, -0.52791065, 0.05541593, 0.90681756, 0.15492862, -0.12275791, 0
109, 747230548, 0.85214627, -0.015827624, -0.5201553, 0.055089753, 0.7581448, -0.10134396, -0.29056263, 0
110, 747247215, 0.85692525, -0.017763995, -0.51214695, 0.055400882, 0.47460875, -0.2711996, -0.24156857, 0
111, 747263882, 0.86123836, -0.01932886, -0.50471675, 0.056179117, 0.4687326, -0.38005424, -0.057566643, 0
112, 747280549, 0.8652399, -0.02039515, -0.49767923, 0.05709243, 0.4524689, -0.4484598, -0.17599392, 0
113, 747297216, 0.8690128, -0.021080678, -0.4909172, 0.0580752, 0.25073415, -0.44468984, -0.22658062, 0
114, 747313883, 0.87274736, -0.021650067, -0.48408726, 0.05918582, 0.40353388, -0.25429058, -0.34651852, 0
115, 747330550, 0.8762472, -0.022323392, -0.47752872, 0.060490534, -0.08512983, 0.007713502, 0.03911686, 0
116, 747347217, 0.87889564, -0.022879384, -0.47245684, 0.06167452, -0.12697548, -0.079894386, 0.0854826, 0
117, 747363884, 0.8812167, -0.023071889, -0.4679629, 0.06273494, -0.16414747, -0.0721215, 0.36338234, 0
118, 747380551, 0.88341403, -0.022805285, -0.46367088, 0.0637897, -0.018434454, -0.04534135, 0.19928074, 0
119, 747397218, 0.8857401, -0.021855598, -0.45909712, 0.06493829, 0.011559643, -0.046200182, 0.0729599, 0
120, 747413885, 0.88809204, -0.020242842, -0.4543842, 0.06646789, 0.23965238, -0.13806012, -0.32908154, 0
121, 747430552, 0.8901944, -0.018466605, -0.4500989, 0.067999884, 0.12787937, -0.032176815, 0.12344551, 0
122, 747447219, 0.89234596, -0.0164527, -0.44573715, 0.069039464, 0.42847165, -0.10833105, -0.087408066, 0
123, 747463886, 0.89483905, -0.01414578, -0.44071805, 0.06950283, -0.2694357, 0.11584358, -0.32032013, 0
124, 747480553, 0.8974923, -0.011456024, -0.4354009, 0.06929956, -0.52244234, 0.49743044, -0.26077843, 0
125, 747497220, 0.9001338, -0.008513905, -0.43008277, 0.068669535, -0.552978, 0.7625369, -0.46076965, 0
126, 747513887, 0.9031611, -0.005615511, -0.4239034, 0.06763603, 0.040443774, 0.8590165, -0.5369015, 0
127, 747530554, 0.9061648, -0.0033741957, -0.41770276, 0.0661696, -0.014926866, 0.83783615, -0.12519455, 0
128, 747547221, 0.90892637, -0.0018877683, -0.4119709, 0.06425923, -0.29491013, 0.6845853, -0.2448101, 0
129, 747563888, 0.9115729, -5.615541E-4, -0.40645215, 0.061896443, -0.475288, 0.41929597, -0.18418312, 0
130, 747580555, 0.91421556, 0.0010915995, -0.4009075, 0.059008688, -0.79295355, 0.2533485, -0.4624462, 0
131, 747597222, 0.9169284, 0.002883439, -0.39512533, 0.05576899, -0.2640372, 0.30512115, -1.074419, 0
132, 747613889, 0.9197182, 0.0044105807, -0.3890207, 0.052555285, -0.17631328, 0.18878855, -1.1904984, 0
133, 747630556, 0.9224671, 0.0056817625, -0.38284203, 0.049543712, -0.13270143, 0.06678528, -1.0354395, 0
134, 747647223, 0.92509085, 0.0063670687, -0.3768482, 0.046388485, -0.6807228, -0.06555999, -1.1082754, 0
135, 747663890, 0.9275135, 0.0066781244, -0.37122682, 0.043184035, -1.0513151, 0.10732342, -1.1199341, 0
136, 747680557, 0.92955726, 0.006938528, -0.36641172, 0.04022212, -1.1030244, 0.47529745, -1.1821194, 0
137, 747697224, 0.93149495, 0.007312354, -0.36173534, 0.03756652, -0.8652182, 0.6966297, -1.2429123, 0
138, 747713891, 0.9331691, 0.0076803616, -0.35762957, 0.03518114, -0.6053042, 0.49208647, -1.24475, 0
139, 747730558, 0.93457305, 0.007828688, -0.35415474, 0.03296069, -0.9208794, -0.0642488, -0.86996174, 0
140, 747747225, 0.93572116, 0.007827329, -0.35131255, 0.030726787, -1.0966026, -0.9771085, -0.7036791, 0
141, 747763892, 0.93687457, 0.007934887, -0.34841773, 0.028429424, -0.80523115, -1.3509629, -0.66782, 0
142, 747780559, 0.9379114, 0.008392302, -0.34577775, 0.026260655, -1.0979685, -1.3028518, -0.69078255, 0
143, 747797226, 0.9386748, 0.0090015605, -0.34381378, 0.02451241, -0.89780504, -0.7283252, -0.52726555, 0
144, 747813893, 0.93952835, 0.009349896, -0.3415622, 0.023120495, -0.81716424, 0.19169955, -0.27099323, 0
145, 747830560, 0.94041103, 0.008869083, -0.3392247, 0.021796577, -1.1142943, 0.919696, -0.3031168, 0
146, 747847227, 0.9410554, 0.0066934614, -0.337576, 0.020311337, -0.6475226, 1.088385, -0.7203102, 0
147, 747863894, 0.9415674, 0.0028035163, -0.3363211, 0.018195653, -0.5075454, 0.92476946, -0.112080574, 0
148, 747880561, 0.9419012, -0.0018738944, -0.33551908, 0.015671756, -0.4745855, 0.75300384, -0.075777054, 0
149, 747897228, 0.9420588, -0.0061616967, -0.33512342, 0.013403636, -0.5636782, 0.8449161, -0.058366776, 0
150, 747913895, 0.9421251, -0.0097679915, -0.33493057, 0.011253515, -0.6271964, 0.8636199, -0.3471403, 0
151, 747930562, 0.9421231, -0.012707386, -0.33490634, 0.008963139, -0.5204021, 0.2604102, -0.4967928, 0
152, 747947229, 0.9420649, -0.015642025, -0.33500683, 0.006311829, -0.80579036, -0.59039587, -0.3676548, 0
153, 747963896, 0.9418306, -0.018718831, -0.33554822, 0.0035093045, -0.708952, -0.98118174, -0.0020742416, 0
154, 747980563, 0.9413748, -0.021867616, -0.33665222, 7.8836724E-4, -0.70730364, -0.665903, 0.106648445, 0
155, 747997230, 0.94087696, -0.024658374, -0.3378465, -0.0015128497, -0.76294494, 0.005233137, 0.32123375, 0
156, 748013897, 0.94031566, -0.027288621, -0.33918938, -0.00355119, -1.0399562, 0.36919245, 0.6428318, 0
157, 748030564, 0.93976706, -0.030275684, -0.34042394, -0.0057338355, -1.1108956, 0.17640936, 0.7698536, 0
158, 748047231, 0.93908274, -0.033407405, -0.34197053, -0.0079919575, -1.0836178, -0.23942001, 0.9104204, 0
159, 748063898, 0.9382992, -0.036363915, -0.34375474, -0.010263282, -0.85921174, -0.58061427, 1.0422382, 0
160, 748080565, 0.9375558, -0.038988866, -0.3454179, -0.012480995, -0.882097, -0.77790767, 1.2150412, 0
161, 748097232, 0.9367752, -0.041213885, -0.34719685, -0.014422514, -0.90856856, -0.71873075, 1.2825212, 0
162, 748113899, 0.93604904, -0.04289866, -0.3488779, -0.016012205, -0.7823398, -0.6385978, 1.1912069, 0
163, 748130566, 0.9354633, -0.04418312, -0.35023302, -0.017133703, -0.45141572, -0.42496276, 0.9022722, 0
164, 748147233, 0.93507886, -0.045552813, -0.35104668, -0.017860595, -0.8268862, -0.19029555, 0.32138443, 0
165, 748163900, 0.9345318, -0.047284137, -0.35224494, -0.018385699, -1.0164263, -0.01207023, -0.21094799, 0
166, 748180567, 0.9337767, -0.04934477, -0.3539449, -0.018696198, -1.1298892, 0.073225275, -0.29660797, 0
167, 748197234, 0.93274814, -0.051285475, -0.35636398, -0.018859355, -1.2222198, -0.06829525, -0.6577234, 0
168, 748213901, 0.9315058, -0.052842166, -0.359366, -0.018995838, -1.2954624, -0.41912898, -0.89833546, 0
169, 748230568, 0.92989874, -0.053991005, -0.36333454, -0.019019902, -1.1648608, -0.56813985, -1.0814896, 0
170, 748247235, 0.9281859, -0.054974355, -0.36754748, -0.018910883, -1.0461873, -0.47185406, -1.2268848, 0
171, 748263902, 0.92612875, -0.055878554, -0.37257782, -0.01868017, -1.0462769, -0.32706222, -1.4712896, 0
172, 748280569, 0.9238267, -0.05680172, -0.37812462, -0.018436192, -0.99914896, -0.11082147, -1.7419329, 0
173, 748297236, 0.921147, -0.057723537, -0.38447663, -0.018278642, -1.2903982, -0.020367926, -1.8895693, 0
174, 748313903, 0.9179703, -0.0586338, -0.39187264, -0.01813218, -1.2384217, -0.1071546, -1.9551668, 0
175, 748330570, 0.9142639, -0.059568357, -0.400315, -0.017926518, -0.92757857, -0.17992173, -1.7838039, 0
176, 748347237, 0.91002136, -0.060973562, -0.40966877, -0.01774485, -0.6675022, -0.24846092, -1.4548731, 0
177, 748363904, 0.9052876, -0.06186209, -0.4199043, -0.017546603, -0.13860731, -0.35929483, -1.0277357, 0
178, 748380571, 0.9000715, -0.063054584, -0.43078592, -0.017870378, 0.12870257, -0.25632936, -0.7568102, 0
179, 748397238, 0.89456284, -0.06373618, -0.4420085, -0.01799239, 0.11192143, -0.24553435, -0.6351986, 0
180, 748413905, 0.8886111, -0.06450786, -0.45375073, -0.017876461, -0.19747011, -0.21582367, -0.077638626, 0
181, 748430572, 0.88231957, -0.06503397, -0.46581998, -0.017166397, -0.41296118, 0.06344164, 0.5443363, 0
182, 748447239, 0.87543607, -0.06631023, -0.47849357, -0.016086085, -0.75004065, -0.016688762, 1.8485384, 0
183, 748463906, 0.8680152, -0.068512425, -0.49157414, -0.014512496, 0.47512597, -0.3463369, 3.1626263, 0
184, 748480573, 0.86085254, -0.07100857, -0.5037073, -0.013022509, 0.37824383, -0.1255436, 3.9135609, 0
185, 748497240, 0.8531321, -0.07307942, -0.5164266, -0.011340569, 0.30157933, -0.06706076, 4.1750746, 0
186, 748513907, 0.84497964, -0.075016856, -0.5294201, -0.00982549, 1.0105169, 0.26699147, 4.365882, 0
187, 748530574, 0.83700913, -0.0770509, -0.5416689, -0.008598415, 1.6085445, 0.28541642, 3.9362803, 0
188, 748547241, 0.8295414, -0.07916137, -0.5527468, -0.008115919, 1.3012799, 0.078903206, 3.0514212, 0
189, 748563908, 0.8224118, -0.08145702, -0.56297046, -0.008257614, 1.0324252, 0.025868664, 1.9106398, 0
190, 748580575, 0.8154179, -0.08384371, -0.5727041, -0.008619423, 1.1735351, 0.04278172, 0.9747257, 0
191, 748597242, 0.8090911, -0.085817344, -0.58131456, -0.008972145, 1.4093891, -0.15729848, 0.19204998, 0
192, 748613909, 0.80330676, -0.08777572, -0.5889835, -0.009605501, 1.4947245, -0.062691584, 0.44116497, 0
193, 748630576, 0.7986788, -0.08692413, -0.5953751, -0.0092130685, 10.119583, -1.3178967, 7.2629395, 0
194, 748647243, 0.79649436, -0.08431729, -0.5987065, -0.006175054, -3.2524269, -0.24833368, 0.5974617, 0
195, 748663910, 0.78891385, -0.083529234, -0.60878515, -0.00431103, 0.47405756, 0.3981363, 2.0367632, 0
196, 748680577, 0.78250015, -0.08348609, -0.61702555, -0.0017734785, 1.075695, -0.034631822, 0.9758539, 0
197, 748697244, 0.77935666, -0.08288446, -0.62107396, 8.4417686E-4, 1.1096838, 0.32562152, -0.6292839, 0
198, 748713911, 0.7788526, -0.081040986, -0.6219464, 0.0019841585, -0.11209354, -0.24900942, -0.14732647, 0
199, 748730578, 0.7782507, -0.07896634, -0.6229635, 0.0025931022, -0.7760947, 0.010167101, -0.27938747, 0
200, 748747245, 0.7765566, -0.07718334, -0.62529474, 0.0030629206, -0.64608073, -0.32016075, -0.31332684, 0
201, 748763912, 0.7740504, -0.075387724, -0.6286139, 0.0027427077, -0.15594007, -0.18833761, -0.6433487, 0
202, 748780579, 0.77201086, -0.07353705, -0.63133824, 0.0019140486, 0.13103536, -0.07079784, 0.59206486, 0
203, 748797246, 0.7702145, -0.072277285, -0.63367397, 0.0017486655, 0.030416984, -0.12256814, 0.3303938, 0
204, 748813913, 0.7678769, -0.071114026, -0.6366345, 0.0021009075, -0.037894387, -0.17279993, 0.30362415, 0
205, 748830580, 0.7651705, -0.070129015, -0.6399911, 0.0027166938, 0.14209524, -0.12893982, -0.22386265, 0
206, 748847247, 0.762545, -0.06941442, -0.6431928, 0.003125909, 0.29008675, 0.017095389, 0.3754568, 0
207, 748863914, 0.7600513, -0.06896506, -0.6461827, 0.0037643223, -0.24128, 0.012461965, -0.46022797, 0
208, 748880581, 0.75761837, -0.068589285, -0.6490658, 0.00486875, 0.07641997, 0.079792, 0.2526722, 0
209, 748897248, 0.75490654, -0.06837478, -0.6522308, 0.0060111666, -0.188117, 0.05577048, -0.4879837, 0
210, 748913915, 0.75240564, -0.068544194, -0.6550872, 0.006978566, -0.27119765, 0.015095506, 0.07136917, 0
211, 748930582, 0.74960667, -0.068384156, -0.6582938, 0.007921884, -0.48419076, -0.007075694, 0.0056705475, 0
212, 748947249, 0.74737537, -0.06800202, -0.6608589, 0.0084594, -0.5122698, 0.0325417, 0.08678532, 0
213, 748963916, 0.7449133, -0.06735668, -0.66369337, 0.0088650305, -0.50060153, 0.030265443, -0.10134411, 0
214, 748980583, 0.7425908, -0.066800565, -0.6663386, 0.0094619645, -0.33107945, 0.007598658, -0.35746765, 0
215, 748997250, 0.7401544, -0.066024154, -0.66912055, 0.009489869, -0.36573336, 0.06440903, -0.17647266, 0
216, 749013917, 0.73830193, -0.065231696, -0.6712427, 0.009404523, -0.6067197, 0.17095469, -0.68306255, 0
217, 749030584, 0.73563755, -0.06394262, -0.67428756, 0.00922796, -0.6474634, 0.06353596, 0.5900688, 0
